"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"22-Apr-2024","EQ","378.00","384.85","375.25","370.10","383.00","382.70","381.42","384.85","204.25","4,86,40,726","18,55,23,52,204.85","3,37,794"
"19-Apr-2024","EQ","378.00","378.10","368.65","378.40","370.00","370.10","372.48","384.40","204.25","3,95,15,729","14,71,86,74,445.00","3,38,568"
"18-Apr-2024","EQ","369.15","384.40","367.00","361.85","379.95","378.40","379.83","384.40","204.25","7,53,56,224","28,62,22,21,858.25","4,99,870"
"16-Apr-2024","EQ","364.90","371.95","360.10","354.30","362.70","361.85","365.44","378.85","204.25","4,89,21,026","17,87,75,90,074.20","4,09,066"
"15-Apr-2024","EQ","362.00","362.95","351.00","372.20","355.20","354.30","356.34","378.85","204.25","4,62,81,481","16,49,20,14,034.00","4,56,323"
"12-Apr-2024","EQ","370.15","378.85","368.20","370.45","372.70","372.20","373.72","378.85","204.25","3,24,81,005","12,13,87,78,962.40","2,44,092"
"10-Apr-2024","EQ","369.65","372.40","367.55","367.70","370.95","370.45","369.96","378.70","204.25","1,65,40,320","6,11,92,05,561.95","1,42,554"
"09-Apr-2024","EQ","371.00","374.70","365.40","369.25","368.00","367.70","370.40","378.70","204.25","2,33,67,026","8,65,51,44,476.55","1,70,973"
"08-Apr-2024","EQ","376.00","378.70","367.55","373.20","369.35","369.25","372.68","378.70","204.25","3,28,53,747","12,24,38,73,657.55","2,48,246"
"05-Apr-2024","EQ","361.00","374.85","359.05","361.30","373.00","373.20","369.34","374.85","204.25","4,69,79,676","17,35,13,39,873.25","2,96,698"
"04-Apr-2024","EQ","359.40","367.80","358.00","357.10","362.20","361.30","362.67","374.50","204.25","3,39,26,426","12,30,40,97,378.45","2,12,104"
"03-Apr-2024","EQ","356.50","359.80","353.20","357.10","357.00","357.10","356.65","374.50","204.25","1,79,20,490","6,39,13,43,231.25","1,40,410"
"02-Apr-2024","EQ","359.00","362.85","356.50","356.95","357.95","357.10","359.04","374.50","204.25","2,96,84,726","10,65,81,25,059.05","1,77,541"
"01-Apr-2024","EQ","357.00","364.20","355.60","353.75","357.90","356.95","358.96","374.50","204.25","2,36,44,472","8,48,74,85,998.45","1,84,560"
