"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"28-Mar-2025","EQ","1,280.00","1,295.75","1,269.00","1,278.20","1,274.00","1,275.10","1,278.15","3,217.60","1,156.00","1,81,47,129","23,19,47,74,030.90","2,65,113"
"27-Mar-2025","EQ","1,278.15","1,285.00","1,271.30","1,273.05","1,280.00","1,278.20","1,278.90","3,217.60","1,156.00","1,50,28,056","19,21,93,99,902.90","2,24,828"
"26-Mar-2025","EQ","1,291.00","1,293.80","1,268.75","1,285.45","1,270.90","1,273.05","1,279.04","3,217.60","1,156.00","1,20,74,747","15,44,40,62,345.35","2,92,138"
"25-Mar-2025","EQ","1,307.70","1,307.70","1,282.60","1,302.10","1,285.25","1,285.45","1,290.63","3,217.60","1,156.00","1,37,13,899","17,69,95,68,389.85","2,71,251"
"24-Mar-2025","EQ","1,291.00","1,306.00","1,284.25","1,276.35","1,302.65","1,302.10","1,297.38","3,217.60","1,156.00","2,02,99,319","26,33,59,01,171.15","3,47,056"
"21-Mar-2025","EQ","1,275.00","1,281.00","1,270.10","1,269.15","1,277.50","1,276.35","1,276.34","3,217.60","1,156.00","2,17,80,769","27,79,96,53,516.40","2,30,001"
"20-Mar-2025","EQ","1,251.85","1,273.00","1,250.05","1,247.15","1,268.20","1,269.15","1,262.54","3,217.60","1,156.00","1,59,71,477","20,16,45,61,988.35","2,19,527"
"19-Mar-2025","EQ","1,241.05","1,253.25","1,238.80","1,238.80","1,248.00","1,247.15","1,247.22","3,217.60","1,156.00","1,61,62,399","20,15,80,06,340.60","2,17,782"
"18-Mar-2025","EQ","1,244.70","1,248.35","1,235.00","1,238.85","1,239.95","1,238.80","1,238.98","3,217.60","1,156.00","1,57,45,877","19,50,88,93,454.65","3,12,315"
"17-Mar-2025","EQ","1,242.15","1,257.40","1,233.10","1,247.90","1,241.55","1,238.85","1,239.76","3,217.60","1,156.00","1,66,40,952","20,63,08,43,725.15","2,69,824"
"13-Mar-2025","EQ","1,260.05","1,264.15","1,243.85","1,257.05","1,246.65","1,247.90","1,254.23","3,217.60","1,156.00","95,05,270","11,92,17,66,653.80","1,94,588"
