Date,ADRO.JK,ASII.JK,EXCL.JK,MDKA.JK,PGAS.JK
2021-05-18,0.012657988286940203,-0.004830889577426722,0.04040393876362369,0.015443966947386922,0.013274453895225191
2021-05-19,-0.020833195684568095,-0.01941760668482062,0.0,0.0,-0.030567695696931962
2021-05-20,-0.004255303288040468,0.02475258296494265,0.07767009193072094,-0.049429647664564036,-0.01801805517119126
2021-05-21,-0.004273552815361126,-0.024154691948494955,0.00900883995480073,-0.007999975175562835,0.013761441527890828
2021-05-24,-0.004291764821787947,0.009901058196228218,-0.004464202689841823,-0.012096786806770954,-0.04524885595269801
2021-05-25,0.008620657107687224,-0.004901994168573509,0.026905791093100095,0.04081630151640092,0.042654023385219064
2021-05-27,-0.004273552815361126,0.014778426265092515,0.04366821207078431,0.02352943716456557,0.01818178366863532
2021-05-28,0.0042918944529839465,0.0,-0.012552282682996685,-0.0038314536253742926,0.008928554782783538
2021-05-31,0.01709388856841887,0.019417422750231728,0.042372744772068094,0.03846161249891966,-0.013274240684094996
2021-06-02,0.058823633924121266,0.014285751231126298,0.048780526286061665,0.018518506503948373,0.07623310763117597
2021-06-03,-0.00793653837648578,0.004694867416958459,-0.0077518936704351615,-0.010909102159835204,-0.016666635435185317
2021-06-04,-0.015999941041657362,-0.023364584163295232,-0.003906379105253266,-0.04411769305998825,-0.008474628180529242
2021-06-07,-0.020325311309084215,0.004784721668686709,0.015686389110769028,0.03846161249891966,-0.008547061347485396
2021-06-08,0.004149425176433796,0.0047618168375518355,-0.0617761065200364,-0.007407476748640285,-0.030172359481516087
2021-06-09,0.004132341000694595,0.009478798093214502,0.016460918057336738,0.06343287379824569,-0.004444436195367274
2021-06-10,-0.004115335033005985,0.014084365064484405,0.04048580832972015,-0.01052632688072419,0.02678573605328305
2021-06-11,0.08677672721563234,-0.023148132447053493,0.0,-0.01063830920083031,0.056521702391484796
2021-06-14,0.007604765352827725,-0.018957237034479935,-0.03501940706757156,0.021505399490932664,-0.041152253310123954
2021-06-15,-0.011320826114276428,-0.004830889577426722,0.008064574185662865,0.014035131776209964,-0.0042919064405757545
2021-06-16,0.06488560266570498,0.0,0.06399983605761617,0.006920393352591647,-0.02155161611158707
2021-06-17,-0.028673834737425463,-0.00970880334241031,-0.02631568964036335,0.05841918961121695,-0.026431738322571174
2021-06-18,-0.033210429162995214,-0.019607852849039542,-0.003861031633126122,-0.0681818107955624,-0.04072397762525837
2021-06-21,-0.019083783781291164,-0.01599997019278443,0.046511662891761674,0.006968706738227137,-0.004716972197676861
2021-06-22,0.003890917967292351,0.0,0.02962955509332388,0.02076118005777494,0.0
2021-06-23,-0.02325584390163493,0.0020325726326555493,-0.010791352175237967,-0.01694914247788326,-0.009478654947211118
2021-06-24,-0.011904777600375449,0.002028321566305724,-0.007272685873131124,-0.01379306059991292,-0.023923475863646293
2021-06-25,0.03212869844421751,-0.004048559447253353,0.0,0.010489521197395435,0.014705854564179166
2021-06-28,-0.03891070750491055,-0.042682870086770186,-0.0366301109258913,-0.003460239971508239,-0.043478257495924155
2021-06-29,-0.01619421143288835,0.027600887544649844,0.0,-0.006944422721672172,0.010101072375511055
2021-06-30,-0.00823060791772856,0.020661034365621722,0.015209137819929497,0.02797202736014892,0.004999990362857698
2021-07-01,0.0,0.01720656940451093,-0.01123593981204074,-0.003401392391013447,0.004975114836620387
2021-07-02,0.045643238292444765,-0.00497522066517786,-0.00378790626049319,0.0,0.024752428011261207
